title,group,product,random_key,image_url,brand,persian_name,رنگ,برند,نوع کلی,جنس,مدل,سایز,نوع آستین,طرح,ویژگی ها,استایل,نوع یقه / بسته شدن,فصل,اجناس,مدل لباس,گروه,کد محصول,کد,Raqm,ناشن,درجه کیفی,ناهمگونی,پارچه,کشور تولید کننده,اسایل,group_fa,color_fa,title_len,word_count,title_category,char_per_word,title_group_combo,len_ratio,pca1,pca2
ست تیشرت و شلوارک مردانه پاگانی 3,مردانه,ست تیشرت و شلوارک,b6798827-abf8-4da6-89fe-371ddf67e4bc,https://image.torob.com/base/images/Xq/PN/XqPNY91vQ9ra56f6.jpg,پاگانی,ست تیشرت و شلوارک مردانه پاگانی 3,نامشخص,نامشخص,ست تیشرت و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,33,7,Medium,4.125,مردانه_Medium,6.439024390243903,-1.099493873970511,-0.5711180682141722
پیژامه و لباس خواب مردانه خاکستری پیرکاردین | TH.CLVR.60.P.69C اورجینال,مردانه,پیژامه و لباس خواب,1c7958da-5465-43e8-8473-ea0b5c68f86b,https://image.torob.com/base/images/vJ/Lw/vJLw-y1t5h-r5nI6.jpg,پیرکاردین,پیژامه و لباس خواب مردانه خاکستری پیرکاردین | TH.CLVR.60.P.69C اورجینال,خاکستری,نامشخص,پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺮﺘﺴﮐﺎﺧ,71,10,Long,6.454545454545454,مردانه_Long,9.52439024390244,3.223510427458685,0.641944378856459
رکابی و شلوارک Blue-Esteghlali مدل 3282,نامشخص,رکابی و شلوارک,0b0d8d13-f451-441d-a25b-f37e103a491d,https://image.torob.com/base/images/EH/c_/EHc__Y62W6p22uKT.jpg,نامشخص,رکابی و شلوارک Blue-Esteghlali مدل 3282,آبی,نامشخص,رکابی و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﯽﺑﺁ,39,6,Medium,5.571428571428571,نامشخص_Medium,5.934782608695652,-0.9575237435228162,0.9667863750411059
پیژامه و لباس خواب مردانه آبی پیرکاردین |,مردانه,پیژامه و لباس خواب,4dac5906-b48d-4845-84da-e400554aeaf3,https://image.torob.com/base/images/aM/I1/aMI1_eLHBLYVnhGz.jpg,پیرکاردین,پیژامه و لباس خواب مردانه آبی پیرکاردین |,آبی,نامشخص,پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺑﺁ,41,8,Medium,4.555555555555555,مردانه_Medium,7.38,0.15817416160159423,0.44694628236964207
ست مردانه تیشرت شلوار سیلکا طرح take,مردانه,ست تیشرت شلوار,2cd8432e-5d3a-4302-aba3-287f46daf9e2,https://image.torob.com/base/images/vE/Es/vEEscS0swL77thY3.webp,سیلکا,ست مردانه تیشرت شلوار سیلکا طرح take,نامشخص,نامشخص,ست تیشرت شلوار,,,نامشخص,,take,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,36,7,Medium,4.5,مردانه_Medium,6.545454545454546,-0.9461670855446479,-0.7890398374383308
ست شلوارک مردانه چاپ مشکی,مردانه,ست شلوارک,b3dd8728-f9d9-48e6-8775-1ebb9809aa06,https://image.torob.com/base/images/0P/11/0P1198y-b1u5-kaE.jpg,نامشخص,ست شلوارک مردانه چاپ مشکی,مشکی,نامشخص,ست شلوارک,,,نامشخص,,چاپ,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,25,5,Short,4.166666666666667,مردانه_Short,4.838709677419355,-0.8859019964883799,-0.1772001799578961
ست تاپ و شلوارک مردانه مدل بال کد BTPM106,مردانه,ست تاپ و شلوارک,526fd0ce-c710-4e4a-9fb7-125ad932079c,https://image.torob.com/base/images/43/Bn/43Bn5pDNK2V9JHL7.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل بال کد BTPM106,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,41,9,Medium,4.1,مردانه_Medium,8.03921568627451,-1.274973334318996,-0.9247874757245536
پیژامه و لباس خواب مردانه اکرو یو اس پولو | POLO-18874-CAG اورجینال,مردانه,پیژامه و لباس خواب,065fdfea-6821-457b-aaed-e9a1a71d9b6a,https://image.torob.com/base/images/HP/ib/HPib_YtMlSmPOeph.jpg,یو اس پولو,پیژامه و لباس خواب مردانه اکرو یو اس پولو | POLO-18874-CAG اورجینال,اکرو,نامشخص,پیژامه و لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﻭﺮﮐﺍ,67,12,Long,5.153846153846154,مردانه_Long,10.8875,2.346491904865688,0.6522591735224407
خرید اینترنتی ست لباس راحتی مردانه سیاه برند VAMOSCLO S000298808,مردانه,ست لباس راحتی,280ce36f-b383-48d0-b1e0-8b52d847cb67,https://image.torob.com/base/images/Oi/Yc/OiYcfM7hQmy9OfgN.jpg,VAMOSCLO,خرید اینترنتی ست لباس راحتی مردانه سیاه برند VAMOSCLO S000298808,سیاه,نامشخص,ست لباس راحتی,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﻩﺎﯿﺳ,64,10,Long,5.818181818181818,مردانه_Long,9.386666666666667,2.2961397257635108,0.023274998164595443
ست پیراهن و شلوار مردانه ال سی وایکیکی مدل W2HT39Z8,مردانه,ست پیراهن و شلوار,5d70e701-9b1d-4826-b039-ab0e4124b08e,https://image.torob.com/base/images/nX/fB/nXfBvPI1DZR9mqlP.jpg,ال سی وایکیکی,ست پیراهن و شلوار مردانه ال سی وایکیکی مدل W2HT39Z8,نامشخص,نامشخص,ست پیراهن و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,51,10,Medium,4.636363636363637,مردانه_Medium,9.048387096774192,1.278281590372874,0.2837530996490185
ست تیشرت شلورک مردانه نایک سفید ۷۳,مردانه,ست تیشرت شلورک,a01adcb9-6c17-4935-ac23-de04c8624528,https://image.torob.com/base/images/AI/Za/AIZaKhxvu5tJy13q.jpg,نایک,ست تیشرت شلورک مردانه نایک سفید ۷۳,سفید,نامشخص,ست تیشرت شلورک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺪﯿﻔﺳ,34,7,Medium,4.25,مردانه_Medium,6.476190476190476,-1.0943283177163585,-0.6886932838630886
سوییشرت کرکدار و اسلش مردانه خارجی,مردانه,سوییشرت و اسلش,4d482ef3-a7be-4ca7-bc93-3bee72cef561,https://image.torob.com/base/images/Ko/GG/KoGGjoInjdT49b4O.jpg,نامشخص,سوییشرت کرکدار و اسلش مردانه خارجی,نامشخص,نامشخص,سوییشرت و اسلش,,,نامشخص,,,کرکدار,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,34,6,Medium,4.857142857142857,مردانه_Medium,5.8048780487804885,0.16934131426770407,0.24416726543480316
پولوشرت مردانه جودون طوسی امشاسپند Amshaspand مدل Dayan,مردانه,پولوشرت,01427e89-fcb3-4766-8f48-ca3520da8e66,https://image.torob.com/base/images/u5/xY/u5xY6Kc7fFYkA6Sx.jpg,امشاسپند,پولوشرت مردانه جودون طوسی امشاسپند Amshaspand مدل Dayan,طوسی,نامشخص,پولوشرت,جودون,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺳﻮﻃ,55,8,Medium,6.111111111111111,مردانه_Medium,7.734375,1.461937189879693,0.3135743977588373
ست پیژامه آبی مردانه آستین کوتاه پنبه ای 100 ٪ دارای مجوز در فصل جدید و مجموعه لباس خواب تابستانی جیب دریایی Pierre Cardin,مردانه,ست پیژامه,fa178bc1-c56c-411e-91b2-1457e0f30042,https://image.torob.com/base/images/f4/UJ/f4UJLJkXNrTCHQz4.jpg,Pierre Cardin,ست پیژامه آبی مردانه آستین کوتاه پنبه ای 100 ٪ دارای مجوز در فصل جدید و مجموعه لباس خواب تابستانی جیب دریایی Pierre Cardin,آبی,نامشخص,ست پیژامه,پنبه ای 100 ٪,,نامشخص,آستین کوتاه,,دارای مجوز,,,تابستانی,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺑﺁ,122,24,,4.88,,20.74829931972789,-0.7178734259045939,0.2979376180135565
ست پیژامه خاکستری مردانه پایه. POLO ASSN. لباس خواب کلاهدار ملانژ 024K.1ZE8TA7GR0P9 U.S. Polo Assn.,مردانه,ست پیژامه,666034db-1d9a-4cbe-a4b3-1539e876a267,https://image.torob.com/base/images/mN/iS/mNiSTrPhRgE-VSBl.jpg,U.S. Polo Assn.,ست پیژامه خاکستری مردانه پایه. POLO ASSN. لباس خواب کلاهدار ملانژ 024K.1ZE8TA7GR0P9 U.S. Polo Assn.,خاکستری,نامشخص,ست پیژامه,ملانژ,,نامشخص,,,کلاهدار,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺮﺘﺴﮐﺎﺧ,99,15,Long,6.1875,مردانه_Long,13.773913043478261,3.237720937113834,0.07830253556769079
تاپ شلوارک مردانه هیراد 20534 2XL,مردانه,تاپ شلوارک,408f3671-e71a-4282-b9cc-9b00f59364d2,https://image.torob.com/base/images/OV/oi/OVoiSrDF7IsPkIEU.jpg,نامشخص,تاپ شلوارک مردانه هیراد 20534 2XL,نامشخص,نامشخص,تاپ شلوارک,,,2XL,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,33,6,Medium,4.714285714285714,مردانه_Medium,5.7749999999999995,-1.1784506561067867,-1.259937208194585
ست بلوزوشلوارمردانه..,مردانه,ست بلوز و شلوار,c0555712-a989-4442-badb-e1d026647c4d,https://image.torob.com/base/images/jR/6S/jR6SwuIqQe6i5fC3.jpg,نامشخص,ست بلوزوشلوارمردانه..,نامشخص,نامشخص,ست بلوز و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,21,2,Short,7.0,مردانه_Short,2.625,0.5774081319899559,-0.7741736336942053
ست ورزشی گرمکن وشلوار بوکاجونیورز تایلندی درجه یک,مردانه,ست ورزشی گرمکن و شلوار بوکاجونیورز,e77806e9-a678-4fe9-886c-f25328c0bb0e,https://image.torob.com/base/images/XE/dp/XEdp87YVW6S8qzrJ.jpg,نامشخص,ست ورزشی گرمکن وشلوار بوکاجونیورز تایلندی درجه یک,نامشخص,نامشخص,ست ورزشی گرمکن و شلوار,,,نامشخص,,,تایلندی درجه یک,ورزشی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,49,8,Medium,5.444444444444445,مردانه_Medium,7.6034482758620685,0.6407697699305436,-0.09309424707612517
ست پیژامه مردانه ال سی وایکیکی دریم کد S43369Z8 | LCW DREAM,مردانه,ست پیژامه دریم,745c102b-a9f7-41b5-b105-6009b1b61e25,https://image.torob.com/base/images/DB/bh/DBbh6H4HFP9YT7yI.jpg,ال سی وایکیکی,ست پیژامه مردانه ال سی وایکیکی دریم کد S43369Z8 | LCW DREAM,نامشخص,ال سی وایکیکی,ست پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,59,12,Medium,4.538461538461538,مردانه_Medium,10.652777777777779,1.3186418277862901,0.28750134758190365
ست تیشرت و شلوار مردانه کد 26117,مردانه,ست تیشرت و شلوار,3aae28e4-b844-4ae1-b0ae-6d89b27a27d9,https://image.torob.com/base/images/s8/kL/s8kLnepjuLpi5bSb.webp,نامشخص,ست تیشرت و شلوار مردانه کد 26117,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,32,7,Medium,4.0,مردانه_Medium,6.4,-1.248533236673157,-0.6503545213630634
ست رکابی شلوارک مشکی مردانه مدلJordan 23,مردانه,ست رکابی شلوارک Jordan 23,86a9f14b-051f-480e-83f7-ef8ce2538c37,https://image.torob.com/base/images/T2/_g/T2_gDqxAEsO5TKC_.webp,نامشخص,ست رکابی شلوارک مشکی مردانه مدلJordan 23,مشکی,نامشخص,ست رکابی شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,40,7,Medium,5.0,مردانه_Medium,6.666666666666667,-0.0815829114131425,-0.3592386046253927
ست تیشرت شلوارک مردانه Zara (سورمه ای),مردانه,ست تیشرت شلوارک,9672faf1-a15f-4c37-a4ae-ab742388adf0,https://image.torob.com/base/images/QG/jM/QGjMTouQ6AkmbE_E.jpg,Zara,ست تیشرت شلوارک مردانه Zara (سورمه ای),سرمه ای,Zara,ست تیشرت شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺍ ﻪﻣﺮﺳ,38,7,Medium,4.75,مردانه_Medium,6.608695652173913,-0.6418341803165495,-0.7314734607668493
ست تیشرت وشلوارک پنبه مردانه خاص308,مردانه,ست تیشرت و شلوارک,42d2f9da-fc20-4232-809b-d138ab407cd8,https://image.torob.com/base/images/KR/nR/KRnRozxn7KQKFO_r.jpg,نامشخص,ست تیشرت وشلوارک پنبه مردانه خاص308,نامشخص,نامشخص,ست تیشرت و شلوارک,پنبه,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,35,6,Medium,5.0,مردانه_Medium,5.833333333333333,-0.3473930054408537,-0.585357843530573
تیشرت و شلوارک اسپرت - ۴,نامشخص,تیشرت و شلوارک اسپرت,e0145bc4-78e3-46c6-a10a-093d77bff5ce,https://image.torob.com/base/images/d_/W1/d_W1eYBQhqxS_BFy.jpg,نامشخص,تیشرت و شلوارک اسپرت - ۴,نامشخص,نامشخص,تیشرت و شلوارک,,,نامشخص,,,,اسپرت,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,24,6,Short,3.4285714285714284,نامشخص_Short,5.419354838709677,-2.705938742519593,0.9592890957841492
ست بلوز شلوار مردانه ???? کد ۱۰۰۲۳۰ 6 ⃣2 ⃣1 ⃣ فروش عمده پوشاک,مردانه,ست بلوز شلوار,042699bf-4fa9-46ac-ad3f-7d95e10e9f6d,https://image.torob.com/base/images/fz/ho/fzhoqVBHLjGrFuFM.jpg,نامشخص,ست بلوز شلوار مردانه ???? کد ۱۰۰۲۳۰ 6 ⃣2 ⃣1 ⃣ فروش عمده پوشاک,نامشخص,نامشخص,ست بلوز شلوار,,,نامشخص,,,فروش عمده,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,61,14,Long,4.066666666666666,مردانه_Long,12.039473684210527,0.14949119929287435,-0.7831807906166183
ست پیژامه مردانه برند دورمی برند miorre,مردانه,ست پیژامه,825bb211-2ddd-460e-8d85-e08083a78d51,https://image.torob.com/base/images/hJ/3w/hJ3wuMDJI8XhreTS.jpg,miorre,ست پیژامه مردانه برند دورمی برند miorre,نامشخص,دورمی,ست پیژامه,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,39,7,Medium,4.875,مردانه_Medium,6.638297872340425,0.09639859704648655,0.02794115247326183
ست رکابی شلوارک مردانه طرح شیر دورنگ,مردانه,ست رکابی شلوارک,15940504-6f37-496c-8314-840766a550a1,https://image.torob.com/base/images/2f/YE/2fYEdNy7SpSBfDt_.webp,نامشخص,ست رکابی شلوارک مردانه طرح شیر دورنگ,نامشخص,نامشخص,ست رکابی شلوارک,,,نامشخص,,شیر دورنگ,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,36,7,Medium,4.5,مردانه_Medium,6.545454545454546,-0.5885067943814964,-0.33841331321773577
ست تاپ و شلوارک مردانه مدل والیبال N521,مردانه,ست تاپ و شلوارک والیبال,9af833b3-68b4-4473-bbc4-b655e6784c89,https://image.torob.com/base/images/lb/7x/lb7xmxQT1v913U-1.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل والیبال N521,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,,,والیبال,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,39,8,Medium,4.333333333333333,مردانه_Medium,7.3125,-1.1031045861512994,-0.8862378652367192
ست تیشرت و شلوار مدل CR7 سفید,مردانه,ست تیشرت و شلوار CR7,2f88685a-3bc0-4cac-9a6f-153ce7c6806b,https://image.torob.com/base/images/Bf/aS/BfaS8dt5CaX6uyc5.jpg,نامشخص,ست تیشرت و شلوار مدل CR7 سفید,سفید,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺪﯿﻔﺳ,29,7,Short,3.625,مردانه_Short,6.27027027027027,-1.4698354426745837,-0.6346337477296259
تیشرت شلوارک,نامشخص,تیشرت شلوارک,a5be6202-37e2-4241-9d55-6e9f29dff055,https://image.torob.com/base/images/ir/tP/irtP03bihqPEM_x8.jpg,نامشخص,تیشرت شلوارک,نامشخص,نامشخص,تیشرت شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,12,2,Short,4.0,نامشخص_Short,2.4,-2.8948263912132464,1.1935736272517221
ست بلوز شلوار مردانه Balenciaga مدل S106,مردانه,ست بلوز شلوار,aa0d632e-a875-4b22-ac37-1fcfb65eb613,https://image.torob.com/base/images/6m/CX/6mCXLnpOEbqyN1-B.jpg,Balenciaga,ست بلوز شلوار مردانه Balenciaga مدل S106,نامشخص,Balenciaga,ست بلوز شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,40,7,Medium,5.0,مردانه_Medium,6.666666666666667,-0.5928537122425193,-1.0034034437356023
تاپ شلوارک مردانه فندی لباس مردانه,مردانه,تاپ شلوارک,31f7b1f9-c664-42be-b6fa-1adc9a091d9b,https://image.torob.com/base/images/j6/8L/j68LpvagyFFVdUwz.jpg,فندی,تاپ شلوارک مردانه فندی لباس مردانه,نامشخص,فندی,تاپ شلوارک,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,34,6,Medium,4.857142857142857,مردانه_Medium,5.8048780487804885,-1.0297377387985023,-1.2665870433303967
خرید اینترنتی ست لباس راحتی مردانه قهوه ای پیر کاردین 1166326,مردانه,ست لباس راحتی,5ee7b10e-70cf-4b23-8fc6-09f8e24a1233,https://image.torob.com/base/images/VJ/92/VJ92LjgIQkcHwwoF.jpg,پیر کاردین,خرید اینترنتی ست لباس راحتی مردانه قهوه ای پیر کاردین 1166326,قهوه ای,پیر کاردین,ست لباس راحتی,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯼﺍ ﻩﻮﻬﻗ,61,11,Long,5.083333333333333,مردانه_Long,10.027397260273974,1.6960608747219263,0.03454655004989646
ست تاپ و شلوارک مردانه مدل بازی تاج و تخت A19,مردانه,ست تاپ و شلوارک,d179469e-48d1-4b24-aef7-a357c51d5844,https://image.torob.com/base/images/ki/q9/kiq9HUGrU5UjCny2.jpg,نامشخص,ست تاپ و شلوارک مردانه مدل بازی تاج و تخت A19,نامشخص,نامشخص,ست تاپ و شلوارک,,,نامشخص,,بازی تاج و تخت,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,45,11,Medium,3.75,مردانه_Medium,9.473684210526315,-0.1481602356008291,-0.6147676288301523
ست مردانهههه,مردانه,ست,8f63e0a6-797e-4368-972c-bd9ac251dee4,https://image.torob.com/base/images/wa/Iy/waIyRx38hItHemnz.jpg,نامشخص,ست مردانهههه,نامشخص,نامشخص,ست,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,12,2,Short,4.0,مردانه_Short,2.4,-2.0465829150565344,-0.7025378957228002
تیشرت شلوار مخمل,نامشخص,تیشرت شلوار,268b8a63-bdbc-4edc-9fb2-0a79d4766f2d,https://image.torob.com/base/images/w6/Gf/w6Gf9nH3k9e0JDnE.jpg,نامشخص,تیشرت شلوار مخمل,نامشخص,نامشخص,تیشرت شلوار,مخمل,,نامشخص,,,,,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,16,3,Short,4.0,نامشخص_Short,3.2,-2.713321991863658,0.9820286577683561
ست تیشرت آستین بلند شلوار بایرن مونیخ مردانه مدل FC Bayern,مردانه,ست تیشرت شلوار,4d04ac28-8292-4ead-a5d6-161f99bdbeee,https://image.torob.com/base/images/9H/sX/9HsXpTCsDx0ZXsED.jpg,نامشخص,ست تیشرت آستین بلند شلوار بایرن مونیخ مردانه مدل FC Bayern,نامشخص,نامشخص,ست تیشرت شلوار,,,نامشخص,آستین بلند,بایرن مونیخ,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,58,11,Medium,4.833333333333333,مردانه_Medium,9.942857142857143,0.9196149798929236,-0.5639430526001494
خرید اینترنتی ست لباس راحتی مردانه طوسی پیر کاردین RN-PC2025Y88,مردانه,ست لباس راحتی,f88f3ba0-b597-4aeb-9c06-5d4d9fad8bff,https://image.torob.com/base/images/QD/A0/QDA0sGXU3uui7Q9k.jpg,پیر کاردین,خرید اینترنتی ست لباس راحتی مردانه طوسی پیر کاردین RN-PC2025Y88,طوسی,نامشخص,ست لباس راحتی,,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﺳﻮﻃ,63,10,Long,5.7272727272727275,مردانه_Long,9.364864864864865,2.2196031928063524,0.027616499244348423
ست مردانه مدمکست کد E7305 - 18547 | Madmext,مردانه,ست,98c035e7-f027-4172-8823-9059526b9365,https://image.torob.com/base/images/ox/TD/oxTDo7XJYc3y0R-Y.jpg,Madmext,ست مردانه مدمکست کد E7305 - 18547 | Madmext,نامشخص,نامشخص,ست,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,43,9,Medium,4.3,مردانه_Medium,8.11320754716981,-1.2087541778053037,-1.081752493582099
ست مردانه مدمکست کد E7305 - 22875 | Madmext,مردانه,ست,17acdd0c-3004-46af-9def-f77c6b99281b,https://image.torob.com/base/images/JZ/Q4/JZQ4gJrxqoFTfL_X.jpg,Madmext,ست مردانه مدمکست کد E7305 - 22875 | Madmext,نامشخص,نامشخص,ست,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,43,9,Medium,4.3,مردانه_Medium,8.11320754716981,-1.2087541778053037,-1.081752493582099
ست رکابی شلوارک مردانه مشکی مدل Joker ( 33 ),مردانه,ست رکابی شلوارک,73b6011b-42ba-4fd7-aeef-c6c1b0ff6c0b,https://image.torob.com/base/images/y2/sk/y2skQd2bQ218Now2.webp,نامشخص,ست رکابی شلوارک مردانه مشکی مدل Joker ( 33 ),مشکی,نامشخص,ست رکابی شلوارک,,,نامشخص,,Joker,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﯽﮑﺸﻣ,44,10,Medium,4.0,مردانه_Medium,8.8,0.4258655944277806,-0.04597353262559867
ست تیشرت و شلوار مردانه,مردانه,ست تیشرت و شلوار,85f134fb-bc08-4f83-aa71-0266a7ba76c6,https://image.torob.com/base/images/Sq/2o/Sq2olkYU3q8kmWRR.jpg,نامشخص,ست تیشرت و شلوار مردانه,نامشخص,نامشخص,ست تیشرت و شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,23,5,Short,3.8333333333333335,مردانه_Short,4.758620689655172,-1.4249820793926025,-0.6004653844265178
ست لباس راحتی مردانه UP2 کد Z-NB6,مردانه,ست لباس راحتی,b212aacb-b7e0-460f-96fd-c9ccff3d3a93,https://image.torob.com/base/images/JS/-X/JS-XVmnT7AhNVOIG.jpg,UP2,ست لباس راحتی مردانه UP2 کد Z-NB6,نامشخص,نامشخص,ست لباس راحتی,,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,33,7,Medium,4.125,مردانه_Medium,6.439024390243903,-0.7716386070709553,-0.1580437543452934
ست تیشرت وشلوار اسپرت361 درجه,نامشخص,ست تیشرت وشلوار اسپرت,f4f90172-a2bd-41d1-9f79-5abc9ac0d03c,https://image.torob.com/base/images/z6/40/z640Skv7KBoS9Sq2.jpg,نامشخص,ست تیشرت وشلوار اسپرت361 درجه,نامشخص,نامشخص,ست تیشرت وشلوار,,,نامشخص,,,,اسپرت,,,,,,,,,,,,,,,ﺺﺨﺸﻣﺎﻧ,ﺺﺨﺸﻣﺎﻧ,29,5,Short,4.833333333333333,نامشخص_Short,4.9714285714285715,-1.2553578224657735,1.553850048499919
ست تیشرت شلوار مردانه پوما مدل Radian,مردانه,ست تیشرت شلوار,05ec77de-23a3-4b19-8ffa-f3dc67455392,https://image.torob.com/base/images/BX/oi/BXoizUHBT-cvHnYX.jpg,Puma,ست تیشرت و شلوارک دورس مردانه,نامشخص,نامشخص,ست تیشرت شلوار,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,37,7,Medium,4.625,مردانه_Medium,6.5777777777777775,-0.827527661715999,-0.7947278667174514
U.S. Polo Assn. ست لباس خواب مردانه 18633,مردانه,ست لباس خواب,70c34a9d-9ac7-47c2-8724-0717fdda224f,https://image.torob.com/base/images/CY/gs/CYgsBSM2gelsHC92.jpg,U.S. Polo Assn.,ست تیشرت شلوار مردانه پوما مدل Radian,نامشخص,نامشخص,ست لباس خواب,,,نامشخص,,,,,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﺺﺨﺸﻣﺎﻧ,41,8,Medium,4.555555555555555,مردانه_Medium,7.38,-0.3622674159242736,-0.20877308300263395
خرید اینترنتی ست لباس راحتی مردانه بژ برند AIR JONES S000330204,مردانه,ست لباس راحتی,861f0aa0-7b2e-47fc-8cef-5dd29a081c5f,https://image.torob.com/base/images/1t/J1/1tJ1Q1vW6sOXWByf.jpg,AIR JONES,U.S. Polo Assn. ست لباس خواب مردانه 18633,بژ,نامشخص,ست لباس راحتی,,,نامشخص,,,,راحتی,,,,,,,,,,,,,,,ﻪﻧﺍﺩﺮﻣ,ﮋﺑ,63,11,Long,5.25,مردانه_Long,10.08,1.8731927354199527,0.02509410320503753
